UserTags,time,Tweets
boban driçlek,2024-05-21T21:49:06.000Z,nadine morano estime que les bombardements à qui ont fait plus de 34 000 victimes palestiniennes est légitime elle trouve également choquant la déclaration de la contre netanyahu selon nadine morano ce que fait israël à gaza est légitime si le droit
mescidi aksa muhafızları,2024-05-29T12:55:05.000Z,refahlı bir filistinlinin dünyaya mesajı gün yakılan çocuklar uğruna filistin halkının yanında olun
la france insoumise,2024-05-29T18:10:53.000Z,la place saintaugustin est pleine de monde à paris pour réclamer la fin du génocide à
silencedsirs,2024-05-23T19:35:15.000Z,name sabrina wore favorite summer dress dress killed buried young life tragically cut short
yusuf kaplan,2024-05-27T22:25:29.000Z,bu ülkede kadın hakları dernekleri yok mu gazzede 10 binden fazla katledilen masum kadın insan değil mi siz hangi hakla kadın hakkı savunucusu dernek diyebiliyorsunuz kendinize utanmadan sıkılmadan hangi hakla
dimitri lascaris,2024-05-29T18:48:56.000Z,severe israel’s crimes justice least crimes crimes children palestine vastly worse
santiago evies אביעז,2024-05-29T12:17:20.000Z,las fuerzas de defensa de controlan ahora aproximadamente el 75 del corredor philadelphi han descubierto un número de túneles que cruzan hacia egipto muy superior al estimado anteriormente
noura erakat,2024-05-28T16:01:47.000Z,babies felt skin melt asphyxiating yet us media asks zionists feel isnt pervasive racial logic devalues palestinian life
prcs,2024-05-29T12:42:16.000Z,palestine red crescent ambulance crews transported wounded individual following artillery shelling wadi gaza area east albureij refugee camp central strip filmed prcs volunteer mousa alqattawi
motasem dalloul,2024-05-29T15:55:17.000Z,“promise rebuild it” anonymous person wrote rubble several buildings facilities destroyed
uri geller,2024-05-24T10:55:56.000Z,hey shame opinion different disgraceful 1200 murdered raped 250 hostages lost voice suddenly peep immoral onesided hypocrite
mescidi aksa muhafızları,2024-05-29T10:38:47.000Z,allahu ekber kudüs tugayları gazze şeridinin kuzeyindeki jabalia mülteci kampının semalarında işgal ordusunun mavic pro helikopterinin düşürülmesi kontrol edilmesi sahneleri
middle east observer,2024-05-25T09:39:51.000Z,part american naval pier collapses waves sweep ashdod
motasem dalloul,2024-05-23T11:02:24.000Z,dr mohammad suffering liver disease spread among people due depending heavily canned food obliged eat every time food available daughters also suffered disease
unrwa,2024-05-28T12:14:13.000Z,children sifting burnt debris 7 months children killed sleeping 7 months forced displacement 7 months attacks schools shelters 7 months terror excuse continue needs ceasefire
sarah wilkinson,2024-05-26T13:19:19.000Z,little palestinian girl suffers severe burns face israelis targeted family home missiles via
desertup,2024-05-27T23:10:47.000Z,les hasbaranistes pro israéliens répètent le hamas utilise les civils comme bouclier humain la réalité larmée israélienne preuve en vidéo qui utilise les civils palestiniens comme bouclier humain pour avancer dans
santiago evies אביעז,2024-05-28T19:04:51.000Z,españa los días de la inquisición han terminado hoy en día el pueblo judío tiene un estado soberano e independiente nadie nos obligará convertir nuestra religión ni amenazará nuestra existencia haremos daño quien nos haga daño
philippe grenier,2024-05-26T05:47:12.000Z,alors que la famine menace la bande de des convois de nourriture ont été bloqués par des « danseurs israéliens » qu’en pensezvous
world food programme,2024-05-29T18:02:21.000Z,little people still rafah roads unsafe access limited partners humanitarian agencies displaced need ceasefire
joseph kishore,2024-05-29T17:28:24.000Z,1 massacre national security spokesman kirby says biden doesnt make decisions based public opinion national security interests translation people damned imperialist state acts interests ruling elite
globe eye news,2023-10-28T20:15:45.000Z,𝗪𝗔𝗧𝗖𝗛 largest propalestinian protest attended 15 million people took place istanbul turkey
younès erraki,2024-01-08T18:02:46.000Z,elle dansait sur le massacre des palestiniens elle été capturée
dapper detective,2023-12-25T22:42:58.000Z,muslim mobs nyc attacking nypd hate america hate christmas want convert america radical islam send 3rd world savages back
miha schwartzenberg,2024-01-08T16:29:48.000Z,hands tight behind backbeaten brutally blood faces clothescryingscared deathfilmed terroristsyet people supporting barbaric atrocitythan speaking basic human rights day94
hafiye sultan türk naibe,2023-12-03T20:16:25.000Z,i̇zleyi̇n yusufun kuyusu i̇şgal askerleri masum bir filistinliyi boğuyor boğarken gözlerine biber gazı sıkıyor sonrası hi̇ç fi̇li̇sti̇nli̇
clare daly,2023-11-28T14:51:14.000Z,hypocritical mark international day elimination violence women without calling 1000s gazan women murdered israel 800000 displaced 50000 pregnant register recognise violence situation
documenting,2024-05-24T06:16:04.000Z,dari bawah reruntuhan rumah yang menggencet tubuhnya bapak ini berujar “aku ridha akan ketetapan allah dan aku tahu bahwa anakanakku syahid” via
