UserTags,time,Tweets
Ramazan Selimoğlu,2024-05-22T09:44:59.000Z,"Siyonizmin Filleri vurulmaya devam ediyor.

El Kassam Tugayları 5 adet Tank/Araç vurdu.

 #KassamTugayları #SONDAKİKA 
Hamas #Palestine #Israel Papa 
Çerkes #KNYvGS Zenci Netanyahu 

El Kassam Tugayları, Refah'ın güneydoğusunda Brezilya mahallesindeki Bahloul binası yakınlarında"
War Noir,2024-05-29T10:45:51.000Z,"#Palestine / #Israel : ""Al-Quds Brigades"" (Islamic Jihad) shot down a DJI Mavic UAV belonging to #IDF over #Jabalia Camp in #Gaza.

The group seemingly used a 7.62x54mmR #Romania-made  'PSL' designated marksman rifle to shoot the UAV."
Alexisφ,2024-05-29T17:27:52.000Z,"Troisième soirée de mobilisation à Paris en soutien au peuple Palestinien et aux Gazaouis.

#RafahOnFıre #Gaza #Palestine #Rafah"
iheartwolfie,2024-05-21T19:27:22.000Z,"A trip to my DM’s part 3. 

#ISRAEL #PALESTINE"
Dr Humma Saif,2024-05-22T14:18:36.000Z,"Spain recognises State of  Palestine
#Palestine"
Leila Hatoum,2024-05-26T14:54:09.000Z,"Yesterday.... All my troubles seemed so far away
#Palestine"
War Noir,2024-05-22T16:18:57.000Z,"#Palestine / #Israel : Al-Qassam Brigades (#HAMAS) conducted Close-Range ambushes on #IDF armored vehicles in the South of #Rafah, #Gaza.

Group used multiple RPG-7 pattern Launchers with ""Al-Yassin 105"" Tandem rockets and a possible #Bulgarian  PG-7V HEAT rocket."
War Noir,2024-05-22T14:38:20.000Z,"#Palestine / #Israel : Al-Qassam Brigades (#HAMAS) shot three #IDF soldiers with a sniper rifle in Beit Hanoun, #Gaza.

The group possibly used an #Iran-made  AM-50 'Sayyad' / 12.7mm ""Ghoul"" anti-materiel sniper rifle to shoot the soldiers."
"Google 1940s terrorism press enter, image & read!",2024-05-29T00:48:36.000Z,"Jews are dancing with a Trump cut out. 
Kushner, was running Trump when he was in the White House, his think tank wrote Abraham Accords erasing #Palestine from the map. 
Here is Kushner boasting #Gaza will be destroyed to build real estate & make $. 
Great business deal knowing"
Suat Yaşasın سعاد ياسين,2024-05-28T20:35:38.000Z,"Elhamdülillah!
Bugün de yine gâyet bereketli geçti..!
Zavallılar, helikopter yetiştiremiyor!
#Palestine"
Autogrillo Crypto,2024-05-29T04:42:55.000Z,"Mosab Hassan Yousef, figlio del cofondatore dell'organizzazione terroristica di #Hamas, rivela:

""Hamas vuole che i bambini muoiano. #Sinwar ha piazzato #Gaza con trappole esplosive così i bambini palestinesi muoiono e in occidente gli idioti urlano free free #Palestine""."
"Google 1940s terrorism press enter, image & read!",2024-05-29T14:06:31.000Z,"he children of Gaza: their innocence is stronger than all the pain. 
أطفال غـ ـزة : براءتهم أقوى من كل الآلام

#Palestine #Gaza"
Luc Auffret,2024-05-28T18:04:19.000Z,"Une foule de plusieurs milliers de personnes est désormais rassemblée sur la Place de la République à Paris en soutien à la Palestine.

#Palestine #Rafah #Israel"
War Noir,2024-05-28T09:07:05.000Z,"#Palestine / #Israel : Al-Qassam Brigades (#HAMAS) conducted a Close-Range ambush on #IDF Merkava Tank in #Jabalia, #Gaza.

The ambush was carried out with a #Chinese Type 69 RPG Launcher with PG-7VM Anti-Tank rocket.

Group also used #Iran-made  120mm HM-16 mortar with"
Lambdactu,2024-05-29T16:57:08.000Z,"- Les villes palestiniennes après le passage des forces génocidaires israéliennes.

- Il ne reste absolument plus rien, Israël rase tout : maisons, hôpitaux, écoles, etc.

- Dans certaines zones de Gaza, plus de 80% des infrastructures sont détruites.

#Palestine #Rafah #Gaza"
War Noir,2024-05-25T12:50:01.000Z,"#Palestine / #Israel : ""Al-Quds Brigades"" reportedly shot an #IDF soldier on an Israeli Merkava Tank in #Netzarim Axis in #Gaza Strip.

The sniper attack was seemingly carried out with a 12.7x99mm (.50 Cal) #Iran-made  AM-50 'Sayyad' anti-materiel sniper rifle."
Ramazan Selimoğlu,2024-05-24T10:55:35.000Z,"Bravo!
İspanya Çalışma Bakanı Yolanda Díaz: 

""Bugün İspanya'nın Filistin Devleti'ni tanımasını memnuniyetle karşılıyoruz ancak burada duramayız.
Filistin, Nehirden denize kadar özgür olacak."" 

#Palestine #FreePalestine #Filistin
#Hamas #BJKvTS #ŞAMP11YON"
CLPRESS / Agence de presse,2024-05-29T18:35:09.000Z,La police repousse une des deux parties du cortège après une tentative de départ en manifestation dans les rues de #Paris en soutien à la #Palestine.
Ramazan Selimoğlu,2024-05-24T12:43:04.000Z,"El Kassam, Siyonizmin anasını ağlatıyor.
İsrail'i Vietnamı yaşıyor.

El Kassam 1 çakalı gebertti, 2 tank ve 1 Aracı daha vurdu.

#KassamTugayları #Sondakika Hamas
#BJKvTS #ŞAMP11YON #Palestine
Saldırgan #Netanyahu #Israel #Gazze

Operasyonlar...
Kassam Mücahidleri, Gazze"
Dimitri Lascaris,2024-05-29T18:48:56.000Z,"As severe as they are, Israel’s crimes against justice are the least of its crimes. 

Its crimes against the children of Palestine are vastly worse.

#gaza #genocide #palestine"
Firdaus Fiza,2024-05-29T00:52:29.000Z,"छोटी छोटी बच्चियों को ऐसे आग पर चलाना .....
अब ये कैसा पाखंड है ....????

#Ritika #Dictatorship #powercut #Rohit #heatwave #Palestine #Panchayat #Manipur #Gaza #AllEyesOnRafah"
ليلى,2024-05-25T18:39:06.000Z,"This message never stop until free #Palestine.

#PAKvsENG"
Furkan News,2024-05-21T14:50:00.000Z,"Filistin Direnişi Gazze Cihat Meydanı'ndan Yeni Görüntüler Paylaştı

#Palestine #Gaza"
Ramazan Selimoğlu,2024-05-27T23:19:30.000Z,"Refah'ın merkezindeki El Avda Camii civarında şiddetli çatışmalar yaşanıyor.

Bir saati aşkın süredir Refah'taki israil bombardımanı bir dakika bile durmadı. 

#KassamTugayları #Sondakika Hamas
#soykırım #RafahOnFıre #Palestine"
Wendy Oldershaw,2024-05-28T14:35:59.000Z,"It seems the country is as divided over #Israel & #Palestine as it was over #Brexit Remain  or Leave! 
So who do you support? 
Please share"
The Glocal,2024-05-27T13:17:23.000Z,"فاكرين الكذبة الإسرائيلية اللي اتروجت عن أطفال إسرائيل اللي اتقطعت راسهم؟ المجرم وقاتل الأطفال الحقيقي هو الاحتلال!
Remember the Israeli lie about beheaded babies? The real criminal and babies killer is the occupation!
#TheGlocal | #فلسطين #غزة #رفح #Palestine #Rafah #Gaza"
Nervana Mahmoud,2024-05-29T11:38:38.000Z,"Joy to all the Pro-#Palestine students in Harvard, Colombia, and other American universities. 
You guys are now blessed by Al-Qaeda. 

What a privilege "
Ramazan Selimoğlu,2024-05-29T12:20:51.000Z,"Yeni İHA görüntüleri...
Kudüs Tugayları'ndan operasyonlar...
Füze operasyonu...
Bir binada siyonistler doğrudan vuruldu.

#KudüsTugayları #Sondakika Hamas
#RafahOnFire #29Mayıs1454 #Gaza
#Palestine Fatih Sultan Mehmet Han 

Operasyonlar...
Kudüs Tugayları, Gazze Şeridi'nin"
