UserTags,time,Tweets
Rohan Shrivastava,2024-04-30T17:45:34.000Z,"Finally Made it. “Netflix Clone”
With the help and guidance of 
@codewithharry
 video on Youtube via Sigma Web Development Playlist.

Source Code - https://bit.ly/44kE8Fe
Check out the Project !! 

#WebDevelopment #Connect #Tech #Follow #Netflix #Clone #Github #Html #CSS"
Vansh Chauhan,2024-04-29T14:28:16.000Z," Celebrating My GitHub Contributions! 

GitHub  https://lnkd.in/gTuQpvEx

 I've been actively contributing to open-source projects on GitHub. 

 I believe that consistent contributions drive innovation and foster collaboration.

#GitHub #OpenSource #TechCommunity"
David Fowler,2024-05-04T14:58:02.000Z,"2.9K  Thank you! 
https://star-history.com/#dotnet/aspire&Date…

http://github.com/dotnet/aspire

#starhistory #GitHub #OpenSource via 
@StarHistoryHQ"
Vicer Solutions,2024-04-29T18:45:01.000Z,See how a large Norwegian insurance company built a security-first application platform with the Microsoft developer platform. #coding #develop #apps #GitHub
"Aahil, Thecr3ator",2024-05-03T06:50:57.000Z,"NEW ARTICLE 

This article will guide you through the process of checking out tags in Git, covering both local and remote tags and providing best practices for working with tags effectively. 

#Git #GitHub"
Pak Cyberbot,2024-04-28T10:27:43.000Z,"Doesn't it look like 
@github
 's mascot, the Octocat? 

https://youtu.be/ARTZ_BGGhpE?si=QSSwe4jVNzsvqlzm&t=103…

#github #octocat #IF #mascot"
Multifverse,2024-05-01T08:31:49.000Z,GitHubが、AIを基盤とした統合開発環境（IDE）「Copilot Workspace」を発表しました。最近、次々と登場するコード生成AIに対応するため、新しい開発プラットフォームを提供し、開発者の利便性とアクセス性を大幅に強化する意図があります。https://x.gd/0lKcU #Copilot #GitHub #コード生成
Microsoft Thailand,2024-05-01T03:02:01.000Z,"Thailand has more than 900,000 developers on GitHub, growing 24% over the year.With GitHub Copilot,we’re increasing developer productivity by up to 55%,while helping developers stay in the flow and bringing the joy back to coding.

#MSBuildAI #CEOVisit #MicrosoftThailand #GitHub"
Michael Kaufmann,2024-05-02T08:22:28.000Z,"My 4th book is now available: 
@GitHub
 Actions Cookbook. It's a cookbook - so expect practical, hands-on recipes that will teach you all there is to know about GitHub Actions. 

https://amazon.com/GitHub-Actions-Cookbook-streamlining-development/dp/1835468942…

#GitHub #GitHubActions #Workflows #Automation #CICD"
RubyOnRails.BA,2024-05-05T12:00:25.000Z,Why Every User Without a Profile Picture on GitHub Was Yehuda Katz (from 17/03/2023) #ruby #rubyonrails #programming #github
Hemang Yadav,2024-05-02T04:36:47.000Z,"Hey #X Algorithm,

Drop your #github profile below. Let's #connect & #grow together. 

Here's mine -"
Orhun Parmaksız,2024-05-02T20:17:45.000Z,"It's important to keep your pentest organized.

I hope you find this useful 

#Pentesting #Hacking #GitHub"
Ville Pakarinen,2024-04-30T00:10:00.000Z,"Git and GitHub Tutorial || Git Architecture || Git Crash Course || Professional Git
☞ https://morioh.com/p/894cc1c0c3ca?f=5cb7d89d660c8335951ca454…

#github #git #programming"
Git and GitHub,2024-04-29T02:09:00.000Z,"Git And GitHub Full Course | Git And GitHub Tutorial For Beginners 
☞ https://morioh.com/p/47c9ea1684d5?f=5cb7d89d660c8335951ca454…

#git #github #javascript #python #developer"
Okwudili O,2024-05-03T05:56:03.000Z,"We Bring Our Thoughts to #Creativity 

I'm thrilled to share my latest project, where I built a #fullstack burger app using #ReactNative and #Expo Go! 
Scan Barcode and Free #Code on #GitHub
https://bit.ly/4blZxQN 

 #MobileAppDevelopment  #OpenSource #TechInnovation"
prod42net,2024-04-27T20:09:00.000Z,"Will GitHub Copilot Replace Flutter Developers?
☞ https://morioh.com/p/38cd319d8021?f=5cb7d89d660c8335951ca454…

#github #copilot #flutter #javascript #dart"
Grand Panda,2024-04-29T11:31:03.000Z,"Learn how to push a local project to a remote Git repository with this comprehensive guide by Niladri Das. Also, discover how to prompt user input and store it in a JSON file using a Python project. #Git #Python #Programming #GitHub"
Vitalii Kapatsyna,2024-04-29T18:30:05.000Z, Ready to supercharge your coding game? Copilot Workspace by GitHub offers a game-changing dev environment with AI assistance & collaborative workflows. Say goodbye to coding struggles! #CopilotWorkspace #GitHub #CodingRevolution 
RemoteWLB,2024-05-02T04:30:33.000Z,"""GitLab vs GitHub: Which is right for your project?  GitLab offers a complete DevOps solution with built-in CI/CD, while GitHub excels in version control. Dive into the comparison and make the right choice for your development needs. #GitLab #GitHub #D…"
Linux TLDR,2024-04-29T16:07:35.000Z, Excited to dive into the world of AI-powered software engineering with Copilot Workspace by GitHub!  Can't wait to see how this game-changing tool will enhance our coding experience. #GitHub #CopilotWorkspace #AIprogramming #GameChanger:
Mohi.plena |,2024-04-27T16:08:07.000Z," Enhance the journey of ""jolveragq/dutti-cli"" with Opire! Your rewards can incentive collaboration and growth. Get started today: 

https://github.com/jolveragq/dutti-cli…

#Opire #OpenSource #dutti-cli #GitHub"
Crypto News on Grafa,2024-05-03T12:18:01.000Z,"Are you looking for remote dev jobs?
Look at this repo.
YTML (You'll Thank Me Later)
#remotework #remotejob #GitHub #SoftwareEngineer"
ITsAli.com,2024-04-28T00:20:54.000Z,"""GitHub Copilot, the most widely adopted AI tool in history, suggests code, answers questions, refactors, and fixes issues. But be cautious of overreliance on automated suggestions to ensure code accuracy. Thanks, Abigael Wairimu! #GitHub #AI #Coding"""
Web Development,2024-05-03T05:51:47.000Z,"Tokei: Quickly Count Different Metrics in Your Codebase
#Linux #Tokei #Programming #Coding #GitHub #DevOps"
web3new.bnb,2024-05-03T18:52:00.000Z," Enhance the journey of ""jolveragq/gsap-scroll-test"" with Opire! Your rewards can incentive collaboration and growth. Get started today: 

https://github.com/jolveragq/gsap-scroll-test…

#Opire #OpenSource #gsap-scroll-test #GitHub"
Allwell,2024-05-02T04:05:18.000Z," Just earned this exclusive Credential for my #GitHub contributions in 
@aspecta_id
's #BuilderMatrix. Join now to discover your builder achievements and earn your very own #BuilderNFT! Check it out here:"
·.¸¸.·♩♪♫ 𝙰𝚗𝚍𝚢 𝚆𝚞 ♫♪♩·.¸¸.·,2024-04-27T09:20:40.000Z,"Commit Frenzy : $CTC  - Developers committed 2.3X the rolling average code to Creditcoin this week, published 05/02/2024 #GitHub  
@creditcoin"
Kourosh Hamdi,2024-05-04T21:54:51.000Z," Just released version 2.0.0 of react-native-awesome-template! Simplify and enhance your React Native app development with pre-commit hooks, code linting, log cleanup, and more. Check it out on GitHub. #ReactNative #AppDevelopment #GitHub #CodingTips"
_kri,2024-05-01T16:14:06.000Z,"Exportation of Git Repository Hosted on GitHub to AWS CodeCommit

The seamless migration of a Git repository hosted on GitHub to AWS CodeCommit.

https://techreport.us/2024/05/03/exportation-of-git-repository-hosted-on-github-to-aws-codecommit/…

#aws #git #github #codecommit #blog"
Encora,2024-05-03T15:58:15.000Z,"Grand Real-time End-to-End DevOps CI/CD Project with Git, Jenkins, Docker, Kubernetes, and ArgoCD
#jenkins #docker #github #kubernetes #docker"
ABP.IO,2024-05-01T13:01:07.000Z," Just discovered this exclusive NFT for my #GitHub contributions in 
@aspecta_id
's #BuilderMatrix. Join now to discover your builder achievements and earn your very own #BuilderNFT! Check it out here: https://aspecta.id/campaign/taiko?nft=12… "
Divyansh Jain,2024-04-30T18:03:18.000Z,"Learn how to setup a GitHub SSH connection by reading my article titled—How to Setup a GitHub SSH connection like a PRO.

Check it out and let me know what you think.

#github #ssh #git"
Top 10 Trending GitHub Repos,2024-05-04T06:45:49.000Z,"Last week, we released a highly automated pipeline to 

1. publish package to npm registry
2. build changelog (feature, bugfix ...)
3. create #github release

We will test it again if there is more room for improvement for coming up release (1.0.0-rc.8)"
Crypto Topo,2024-05-03T15:48:08.000Z," Just discovered this exclusive NFT for my #GitHub contributions in 
@aspecta_id
's #BuilderLaunchpad. Join now to discover your builder achievements and earn your very own #BuilderNFT! Check it out here:"
Ivan (이반) Porta,2024-05-02T14:29:08.000Z,"Encora has achieved another specialization on Microsoft Azure: Specialization in DevOps with GitHub.  Congratulations to the entire team involved! 

Read more: https://encora.com/news/encora-achieves-devops-excellence-with-github-microsoft-azure…

#Azure #MicrosoftAzure #Encora #GitHub #Data #AI"
NeowinFeed,2024-05-01T09:00:02.000Z,"Ready to safeguard your digital assets? Brian Gorman 
@blgorman
's #talk at #abpconf24, ""Protecting Your Secrets using #Azure Key Vault, Azure App Configuration, #GitHub, and C# MVC"", will transform your approach to secure coding. #csharp #MVC #dotnet 
https://abp.io/conference/2024"
damonemcrp,2024-05-01T16:03:54.000Z," Exciting news! Introducing a flexible, responsive navbar for seamless navigation. Built with HTML, CSS, & JavaScript, it ensures a smooth user experience on any device.

Link : http://divyanshdj.github.io/navbar/

 #Navbar #HTML #CSS #JavaScript #WebDevelopment #UI #UserExperience #GitHub"
WEBMAN,2024-05-03T13:38:48.000Z,"Top 10 Trending Repos  on #Github 

1. pykan 
 
Kolmogorov Arnold Networks 
 
#Jupyter Notebook"
灰黑度,2024-05-03T12:39:21.000Z," Just discovered this exclusive NFT for my #GitHub contributions in 
@aspecta_id
's #BuilderMatrix. Join now to discover your builder achievements and earn your very own #BuilderNFT! Check it out here:"
